dataset_id	gse_id_clean	split_id	original_dataset_type	anchor_calibration_external_original	locked_anchor_dataset	selected_production_discovery_dataset	row_is_anchor_phase	production_anchor_row	production_discovery_row	strict_platform_anchor_row	additional_acute_discovery_support_row	final_display_group_v2	final_display_group_reason	manuscript_role	manuscript_claim_group	role_display	manuscript_group	manuscript_interpretation_group	organism_original	organism_clean	tissue	time_h	delivery_platform_original	delivery_platform_clean	control_definition	n_controls	n_delivery	PMID_clean	paper_title_clean	DOI_clean	general_biology	role_note	delta_mean_imrs_z	auc_imrs_z	inclusion_rationale	limitation	split_path	gse_id	acute_late_group	pass	fail_reason
GSE264344	GSE264344	GSE264344_design__T=Muscle__H=3__B=NA__G=delivery_ad5__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	Muscle	3	delivery_ad5	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	1.8285090170879783	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=3__B=NA__G=delivery_ad5__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=dLN__H=3__B=NA__G=delivery_ad26__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	dLN	3	delivery_ad26	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	4.35817929066291	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=3__B=NA__G=delivery_ad26__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=dLN__H=3__B=NA__G=delivery_ad5__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	dLN	3	delivery_ad5	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	2.7627049595948865	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=3__B=NA__G=delivery_ad5__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad26__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	Blood	6	delivery_ad26	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	3.515367759659114	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad26__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad5__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	Blood	6	delivery_ad5	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	4.749455631909948	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad5__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad26__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	Muscle	6	delivery_ad26	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	4.409334481944208	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad26__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad5__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	Muscle	6	delivery_ad5	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	4.115105313956205	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad5__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad26__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	dLN	6	delivery_ad26	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	5.703930536988686	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad26__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad5__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	dLN	6	delivery_ad5	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	5.288429542245774	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad5__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad26__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	Blood	12	delivery_ad26	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	4.557142380026869	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad26__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad5__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	Blood	12	delivery_ad5	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	2.7728375923214097	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad5__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=Muscle__H=12__B=NA__G=delivery_ad26__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	Muscle	12	delivery_ad26	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	4.379052454232406	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=12__B=NA__G=delivery_ad26__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=Muscle__H=12__B=NA__G=delivery_ad5__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	Muscle	12	delivery_ad5	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	4.561337243094393	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=12__B=NA__G=delivery_ad5__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=dLN__H=12__B=NA__G=delivery_ad26__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	dLN	12	delivery_ad26	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	5.521888634175941	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=12__B=NA__G=delivery_ad26__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=dLN__H=12__B=NA__G=delivery_ad5__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	dLN	12	delivery_ad5	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	5.006224300092883	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=12__B=NA__G=delivery_ad5__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=Blood__H=24__B=NA__G=delivery_ad26__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	Blood	24	delivery_ad26	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	2.7381119047981937	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=24__B=NA__G=delivery_ad26__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
GSE264344	GSE264344	GSE264344_design__T=Blood__H=24__B=NA__G=delivery_ad5__VS=baseline_0	anchor	anchor	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Locked anchor	production locked anchor dataset and anchor-phase row	anchor	anchor_discovery	Locked anchor	Locked anchor	anchor	NA	Mus musculus	Blood	24	delivery_ad5	adenoviral vector	baseline_0	5	5	40162786	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	10.1128/jvi.00247-25	adenoviral vector vaccination time-course across blood, muscle, and draining lymph node	time_h <= 24: locked anchor discovery evidence	1.4094733289679715	1	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	<upstream_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=24__B=NA__G=delivery_ad5__VS=baseline_0.tsv	GSE264344	acute_main	TRUE	NA
