gene_id	SRR518631	SRR518632	SRR518633	SRR518634	SRR518635	SRR518636
ENSMUSG00000053046.17	0	1	0	2	1	1
ENSMUSG00000092652.3	0	0	0	0	0	0
ENSMUSG00000025147.8	172	261	266	314	314	214
ENSMUSG00000109638.2	1	1	4	5	4	2
ENSMUSG00000142594.1	0	0	0	0	0	0
ENSMUSG00000077409.3	0	0	0	0	0	0
ENSMUSG00000037887.12	25	16	13	6	8	3
ENSMUSG00000109958.3	0	0	0	0	0	0
ENSMUSG00000109592.2	0	0	0	0	0	0
ENSMUSG00000109859.2	0	0	0	0	0	0
ENSMUSG00000110091.2	0	0	0	0	0	0
ENSMUSG00000110061.2	0	0	0	0	0	0
ENSMUSG00000088784.3	0	0	0	0	0	0
ENSMUSG00000109655.2	0	0	0	0	0	0
ENSMUSG00000090471.3	0	0	0	0	0	0
ENSMUSG00000054759.8	0	0	0	0	0	0
ENSMUSG00000066101.7	0	0	0	0	0	0
ENSMUSG00000046248.11	0	0	0	0	0	0
ENSMUSG00000073786.2	0	0	0	0	0	0
ENSMUSG00000109581.2	0	0	0	0	0	0
ENSMUSG00000073785.3	0	0	0	0	0	0
ENSMUSG00000110324.2	0	0	0	0	0	0
ENSMUSG00000138792.1	0	0	0	0	0	0
ENSMUSG00000110254.2	0	0	0	0	0	0
ENSMUSG00000090455.3	0	0	0	0	0	0
ENSMUSG00000056885.6	0	0	0	0	0	0
ENSMUSG00000089731.4	0	0	0	0	0	0
ENSMUSG00000109936.2	1	1	2	3	0	0
ENSMUSG00000066100.9	0	0	0	0	0	0
ENSMUSG00000045236.6	0	0	0	0	0	0
ENSMUSG00000083812.4	0	0	0	0	0	0
ENSMUSG00000124306.1	0	0	0	0	0	0
ENSMUSG00000045777.15	3	10	7	16	4	10
ENSMUSG00000124374.1	0	1	1	3	1	0
ENSMUSG00000110040.2	0	0	0	0	0	0
ENSMUSG00000007891.17	1762	2963	2534	3997	3141	2049
ENSMUSG00000142136.1	0	0	0	0	0	0
ENSMUSG00000077668.3	0	0	0	0	0	0
ENSMUSG00000031098.19	7	1	0	2	0	0
ENSMUSG00000031097.16	3	3	0	0	1	0
ENSMUSG00000126702.1	0	0	0	0	0	0
ENSMUSG00000018819.11	90	113	78	59	22	19
ENSMUSG00000043795.11	8	7	5	5	3	8
ENSMUSG00000061723.20	1	3	0	1	0	0
ENSMUSG00000037772.14	37	43	31	56	52	25
ENSMUSG00000087090.10	0	0	0	0	0	0
ENSMUSG00000130406.1	0	0	0	0	0	0
ENSMUSG00000110125.3	0	0	0	0	0	0
ENSMUSG00000000031.20	4405	1246	5	413	3	673
ENSMUSG00002076121.1	0	0	0	0	0	0
ENSMUSG00000076275.3	0	0	0	0	0	0
ENSMUSG00002075214.1	0	0	0	0	0	0
ENSMUSG00000130482.1	0	0	0	0	0	0
ENSMUSG00000048583.18	0	0	0	0	1	1
ENSMUSG00000115302.2	0	0	0	0	0	0
ENSMUSG00000070140.3	0	0	0	0	0	0
ENSMUSG00000086266.2	0	0	1	0	0	0
ENSMUSG00000000215.12	0	0	0	0	0	0
ENSMUSG00000078192.6	0	0	0	1	1	2
ENSMUSG00000073781.6	0	0	0	0	0	0
ENSMUSG00000108952.3	0	0	0	0	0	0
ENSMUSG00000142268.1	0	0	0	0	0	0
ENSMUSG00000000214.12	0	0	0	0	0	0
ENSMUSG00000009248.7	0	0	0	0	0	1
ENSMUSG00000052281.15	0	0	0	0	0	0
ENSMUSG00000000244.18	3	8	3	7	5	4
ENSMUSG00000059277.15	4	2	6	7	9	4
ENSMUSG00000037706.18	2148	3400	3272	4174	3455	2588
ENSMUSG00000009246.15	16	2	0	4	3	1
ENSMUSG00000045752.14	145	164	159	182	141	118
ENSMUSG00000122365.1	0	0	0	0	0	0
ENSMUSG00000009545.15	24	26	19	48	23	21
ENSMUSG00000122470.1	0	0	0	0	0	0
ENSMUSG00000102980.2	0	0	0	0	0	0
ENSMUSG00000102333.2	0	0	0	0	0	0
ENSMUSG00000101062.3	0	0	0	0	0	0
ENSMUSG00000101609.5	50	77	87	100	76	55
ENSMUSG00002074922.1	0	0	0	0	0	0
ENSMUSG00002076721.1	0	0	0	0	0	0
ENSMUSG00002076158.1	0	0	0	0	0	0
ENSMUSG00002075855.1	0	0	0	0	0	0
ENSMUSG00000104012.2	0	1	0	0	0	0
ENSMUSG00000101360.4	0	0	2	2	0	2
ENSMUSG00000103791.2	0	0	0	0	0	0
ENSMUSG00000104485.2	0	0	0	0	0	0
ENSMUSG00000122509.1	0	0	0	0	0	0
ENSMUSG00000122324.1	0	0	0	0	0	0
ENSMUSG00002075423.1	0	0	0	0	0	0
ENSMUSG00000037664.14	31	40	18	62	20	33
ENSMUSG00000108934.2	0	0	0	0	0	0
ENSMUSG00000122394.1	0	0	0	0	0	0
ENSMUSG00000000154.17	1233	1588	1664	1922	1835	959
ENSMUSG00000010760.6	3	8	5	13	6	5
ENSMUSG00000059119.10	605	801	673	855	799	492
ENSMUSG00000065118.3	0	0	0	0	1	0
ENSMUSG00000010755.18	476	610	560	876	664	616
ENSMUSG00000098593.3	0	0	0	0	1	1
ENSMUSG00000082561.2	1	2	1	0	1	1
ENSMUSG00000086828.3	0	0	0	0	0	0
ENSMUSG00000135485.1	0	0	1	0	0	0
ENSMUSG00000045362.9	17	11	18	12	7	7
ENSMUSG00000109251.3	1	1	0	3	2	2
ENSMUSG00000010751.16	23	23	9	14	11	8
ENSMUSG00000037613.17	24	27	12	17	10	4
ENSMUSG00000037606.19	48	61	55	98	80	131
ENSMUSG00000127029.1	0	0	0	0	0	0
ENSMUSG00000050276.8	0	3	0	0	0	0
ENSMUSG00000109421.2	0	0	0	0	0	0
ENSMUSG00000137076.1	0	0	0	0	0	0
ENSMUSG00000048965.10	18	29	35	64	47	36
ENSMUSG00002075544.1	0	0	0	0	0	0
ENSMUSG00000031090.15	401	560	545	930	764	504
ENSMUSG00000058454.16	2636	3503	1969	4738	2547	2080
ENSMUSG00000031085.17	0	0	0	0	0	0
ENSMUSG00000099321.3	0	0	0	0	0	0
ENSMUSG00000130067.1	0	0	0	0	0	0
ENSMUSG00000037541.23	173	271	227	707	270	256
ENSMUSG00000093221.3	0	0	0	1	0	0
ENSMUSG00000109500.2	0	1	0	2	0	0
ENSMUSG00000126821.1	0	0	0	0	0	1
ENSMUSG00000085745.2	0	0	1	1	1	0
ENSMUSG00000140720.1	3	6	8	14	8	3
ENSMUSG00000031078.16	938	1204	1028	1310	1135	664
ENSMUSG00000085228.2	1	0	2	0	0	0
ENSMUSG00000037519.18	433	652	620	765	752	338
ENSMUSG00000123840.1	1	0	0	0	0	0
ENSMUSG00000073778.4	0	2	3	0	0	0
ENSMUSG00000031077.8	88	130	110	135	152	94
ENSMUSG00000132616.1	0	1	0	0	1	0
ENSMUSG00000031075.20	53	41	28	71	47	48
ENSMUSG00000123922.1	0	0	0	0	0	0
ENSMUSG00000138444.1	0	0	0	0	0	0
ENSMUSG00000108851.3	0	0	0	0	0	0
ENSMUSG00000141072.1	0	0	0	0	0	0
ENSMUSG00000103394.2	0	0	0	0	0	0
ENSMUSG00000109442.3	0	0	0	0	0	0
ENSMUSG00000108874.2	6	14	11	13	10	8
ENSMUSG00000031074.15	0	0	0	0	0	0
ENSMUSG00000050917.6	0	0	0	0	0	0
ENSMUSG00000130578.1	0	0	0	0	0	0
ENSMUSG00000125710.1	0	0	0	0	0	0
ENSMUSG00000096999.3	0	0	0	0	0	0
ENSMUSG00000031073.7	0	0	0	0	0	0
ENSMUSG00000108977.3	0	0	0	0	0	0
ENSMUSG00000124395.1	0	0	0	0	1	1
ENSMUSG00000115783.4	0	1	1	1	0	5
ENSMUSG00000124554.1	0	0	1	0	0	0
ENSMUSG00000031072.15	84	144	136	157	170	121
ENSMUSG00000070348.6	425	1246	488	1080	664	1070
ENSMUSG00000120825.2	0	0	0	0	0	0
ENSMUSG00000124518.1	0	0	0	0	0	0
ENSMUSG00000124367.1	0	0	0	0	0	0
ENSMUSG00000124278.1	0	0	0	0	0	0
ENSMUSG00000124321.1	0	0	0	0	0	0
ENSMUSG00000124437.1	0	0	0	0	0	0
ENSMUSG00000142533.1	0	0	0	0	0	0
ENSMUSG00000108967.2	0	0	1	0	0	0
ENSMUSG00000133115.1	0	0	0	0	0	0
ENSMUSG00000048677.10	51	103	61	89	58	35
ENSMUSG00000109305.2	1	0	1	1	0	0
ENSMUSG00000123410.1	0	0	0	0	0	0
ENSMUSG00000031070.16	4	6	2	10	4	8
ENSMUSG00000131999.1	0	0	0	0	0	0
ENSMUSG00000051207.8	0	0	0	0	0	0
ENSMUSG00000137759.1	0	0	0	0	0	0
ENSMUSG00000140546.1	1	2	5	1	1	1
ENSMUSG00000108612.3	0	0	0	0	0	0
ENSMUSG00000140583.1	0	0	0	0	0	0
ENSMUSG00000090795.2	0	0	0	0	0	0
ENSMUSG00002076432.1	0	0	0	0	0	0
ENSMUSG00000108971.2	0	0	0	0	0	0
ENSMUSG00000005534.11	1870	4017	3679	3222	3626	1621
ENSMUSG00000109369.3	0	1	1	0	1	0
ENSMUSG00000132221.1	0	5	4	5	1	1
ENSMUSG00000086065.3	0	2	2	0	1	1
ENSMUSG00000004568.14	416	628	660	711	606	370
ENSMUSG00000133611.1	0	3	2	1	1	1
ENSMUSG00000069633.13	238	505	341	542	422	287
ENSMUSG00000108955.2	0	0	0	0	0	0
ENSMUSG00000040340.14	0	0	0	1	2	0
ENSMUSG00000137862.1	0	0	0	0	0	0
ENSMUSG00000047264.9	76	168	157	210	232	141
ENSMUSG00000004567.17	218	388	367	586	611	331
ENSMUSG00000129227.1	2	8	5	8	6	5
ENSMUSG00000004565.16	351	505	541	750	683	249
ENSMUSG00000131735.1	2	4	4	10	13	4
ENSMUSG00000065952.14	28	21	18	126	20	22
ENSMUSG00000135331.1	0	1	0	3	0	0
ENSMUSG00000066902.8	0	0	0	0	0	0
ENSMUSG00000044433.17	159	187	241	336	245	153
ENSMUSG00000019470.13	417	479	492	601	558	329
ENSMUSG00002076208.1	4	3	2	3	7	2
ENSMUSG00000087687.4	200	284	296	366	294	252
ENSMUSG00000004630.19	1	1	1	0	3	0
ENSMUSG00000004626.15	359	633	526	957	726	493
ENSMUSG00000012705.17	0	0	0	0	0	0
ENSMUSG00000108859.2	0	0	0	0	0	0
ENSMUSG00000013974.4	11	11	2	3	0	2
ENSMUSG00000121099.1	1	0	0	0	1	0
ENSMUSG00000089665.3	0	1	4	2	3	2
ENSMUSG00000109277.3	0	0	0	1	0	1
ENSMUSG00000108888.3	0	1	0	0	0	0
ENSMUSG00000040236.5	211	318	277	381	325	297
ENSMUSG00000005540.11	1	4	9	11	12	7
ENSMUSG00000074491.11	173	837	674	1124	942	744
ENSMUSG00000089956.2	0	1	5	3	5	5
ENSMUSG00002076747.1	0	0	0	0	0	0
ENSMUSG00000031494.8	3	2	1	2	1	1
ENSMUSG00002075373.1	0	0	0	0	0	0
ENSMUSG00000088025.3	0	0	3	0	0	0
ENSMUSG00000074485.2	0	0	0	0	0	0
ENSMUSG00000040197.5	0	0	0	0	0	0
ENSMUSG00000031495.9	0	2	1	0	2	0
ENSMUSG00000065987.13	1	1	6	3	4	3
ENSMUSG00000040165.15	0	1	0	2	1	1
ENSMUSG00000138581.1	0	0	0	0	0	0
ENSMUSG00000129208.1	0	0	0	0	0	0
ENSMUSG00000097657.3	8	18	9	18	30	12
ENSMUSG00000109267.2	0	1	1	0	0	0
ENSMUSG00000109377.2	0	0	0	0	0	0
ENSMUSG00000109512.2	0	0	0	0	0	0
ENSMUSG00000109255.2	4	4	1	4	6	3
ENSMUSG00000129875.1	0	0	0	0	0	0
ENSMUSG00000074482.6	0	0	0	0	0	0
ENSMUSG00000051906.16	6	12	9	53	20	34
ENSMUSG00002076728.1	0	0	0	0	0	0
ENSMUSG00000079168.5	10	1	10	16	5	11
ENSMUSG00000086805.11	8	0	6	3	1	0
ENSMUSG00000011832.17	56	78	71	160	109	97
ENSMUSG00000064125.15	7	7	5	19	11	9
ENSMUSG00000140492.1	1	0	1	0	0	0
ENSMUSG00000046589.8	11	7	9	10	6	3
ENSMUSG00000002948.20	241	377	340	610	471	318
ENSMUSG00000109061.2	0	0	0	0	0	0
ENSMUSG00000124932.1	0	1	1	1	0	0
ENSMUSG00000089736.3	11	33	28	52	63	18
ENSMUSG00000011837.5	127	225	150	224	177	148
ENSMUSG00000048644.9	8	8	4	10	2	12
ENSMUSG00000002949.16	726	881	815	1073	876	641
ENSMUSG00002076834.1	0	0	0	1	0	1
ENSMUSG00000040028.11	571	614	637	503	546	315
ENSMUSG00000023235.15	40	75	69	102	114	32
ENSMUSG00000108818.2	0	0	0	0	0	0
ENSMUSG00000109356.2	0	1	0	0	0	0
ENSMUSG00000109241.2	3	3	5	3	6	3
ENSMUSG00000109397.2	0	0	0	0	0	0
ENSMUSG00000108860.2	0	0	0	0	0	1
ENSMUSG00000008206.17	52	47	45	68	67	48
ENSMUSG00000102201.2	0	0	0	0	0	0
ENSMUSG00000108829.2	0	0	0	0	0	0
ENSMUSG00000058748.10	35	48	44	50	53	28
ENSMUSG00000109489.2	2	1	0	2	2	0
ENSMUSG00000109448.2	2	10	4	8	3	5
ENSMUSG00000126800.1	0	0	1	1	1	1
ENSMUSG00000126873.1	0	0	0	0	0	0
ENSMUSG00000048484.5	0	0	0	0	0	0
ENSMUSG00000097308.4	0	0	0	0	0	0
ENSMUSG00000109055.2	0	0	0	0	0	0
ENSMUSG00000108962.2	0	0	0	0	0	0
ENSMUSG00000126841.1	0	0	0	0	0	0
ENSMUSG00000022322.9	34	31	3	46	11	25
ENSMUSG00000109462.2	0	0	0	0	1	0
ENSMUSG00000123100.1	0	1	1	5	5	0
ENSMUSG00000109034.2	0	0	0	0	0	0
ENSMUSG00000095600.3	0	0	0	0	0	0
ENSMUSG00000109063.2	0	0	0	0	0	0
ENSMUSG00000062152.5	0	1	1	2	0	0
ENSMUSG00000119639.1	0	0	0	0	0	0
ENSMUSG00000109295.2	0	0	1	0	1	0
ENSMUSG00000023073.3	37	15	239	20	182	12
ENSMUSG00000128285.1	0	0	0	0	0	0
ENSMUSG00000109181.2	0	0	0	0	0	0
ENSMUSG00002075572.1	0	0	0	0	0	0
ENSMUSG00000109313.2	0	0	0	0	0	0
ENSMUSG00000136897.1	0	0	0	0	0	0
ENSMUSG00000109266.2	0	0	0	1	1	2
ENSMUSG00000043192.5	65	61	33	92	58	49
ENSMUSG00002076909.1	0	0	0	0	0	0
ENSMUSG00000131434.1	0	0	0	0	0	0
ENSMUSG00000109069.2	0	0	0	0	0	0
ENSMUSG00000130360.1	0	0	0	0	0	0
ENSMUSG00000109518.2	0	0	0	0	0	0
ENSMUSG00000133682.1	0	0	0	0	0	0
ENSMUSG00000109534.2	0	0	0	0	0	0
ENSMUSG00000088255.3	0	0	0	0	0	0
ENSMUSG00000109543.2	0	0	0	0	0	0
ENSMUSG00000127875.1	0	0	0	0	0	0
ENSMUSG00000109457.2	0	0	0	0	0	0
ENSMUSG00000123966.1	0	0	0	0	0	0
ENSMUSG00000129733.1	0	0	0	0	0	0
ENSMUSG00000109463.2	0	1	0	0	0	0
ENSMUSG00000108852.2	0	1	0	1	2	1
ENSMUSG00000109538.2	0	0	0	0	0	0
ENSMUSG00000108914.2	0	0	0	0	0	0
ENSMUSG00000092092.3	0	0	0	0	0	0
ENSMUSG00000109260.3	0	0	0	0	0	0
ENSMUSG00000119145.1	0	0	0	0	0	0
ENSMUSG00002076795.1	0	0	0	0	0	0
ENSMUSG00002075857.1	0	0	0	0	0	0
ENSMUSG00000077378.3	0	0	0	0	0	0
ENSMUSG00000099890.3	0	0	0	0	0	0
ENSMUSG00000109316.2	0	0	0	0	0	0
ENSMUSG00000109127.4	0	0	0	0	0	0
ENSMUSG00000133183.1	0	0	0	0	0	0
ENSMUSG00000109566.3	0	0	0	0	0	0
ENSMUSG00000109134.2	0	0	0	0	0	0
ENSMUSG00000109056.3	0	0	0	0	0	0
ENSMUSG00000109515.2	0	0	0	0	0	0
ENSMUSG00000108913.2	0	0	0	0	0	0
ENSMUSG00000139610.1	0	0	0	0	0	0
ENSMUSG00000108941.2	0	0	0	0	0	0
ENSMUSG00000108932.2	0	0	0	0	0	0
ENSMUSG00000127334.1	0	0	0	0	0	0
ENSMUSG00000109436.3	0	0	0	0	0	0
ENSMUSG00000001300.17	44	37	53	72	79	30
ENSMUSG00000108912.2	4	0	5	0	1	0
ENSMUSG00000109568.2	2	0	0	1	2	0
ENSMUSG00000109438.2	2	0	0	0	0	0
ENSMUSG00000040467.3	1	0	0	0	1	0
ENSMUSG00000040459.12	298	349	370	419	475	321
ENSMUSG00000098917.3	0	0	0	0	0	0
ENSMUSG00000109190.3	0	0	0	0	0	0
ENSMUSG00000109117.2	0	0	0	0	0	0
ENSMUSG00000109062.3	0	0	0	0	0	0
ENSMUSG00000123102.1	0	0	0	0	0	0
ENSMUSG00000141820.1	0	0	0	0	0	0
ENSMUSG00000141684.1	0	0	0	0	0	0
ENSMUSG00000109346.3	0	0	0	0	0	0
ENSMUSG00000123282.1	0	0	0	0	0	0
ENSMUSG00000123361.1	0	0	0	0	0	0
ENSMUSG00000123319.1	0	0	0	0	0	0
ENSMUSG00000139983.1	0	0	0	0	0	0
ENSMUSG00000133638.1	0	0	0	0	0	0
ENSMUSG00000108848.3	0	0	0	0	0	0
ENSMUSG00000133680.1	0	0	0	0	0	0
ENSMUSG00000109215.3	0	0	0	0	0	0
ENSMUSG00000128752.1	0	0	0	0	0	0
ENSMUSG00000109124.3	1	0	0	0	0	0
ENSMUSG00000109064.2	0	0	0	0	0	0
ENSMUSG00000079157.5	0	0	0	0	0	0
ENSMUSG00000109040.2	0	0	0	0	0	0
ENSMUSG00000109286.2	0	0	0	0	0	0
ENSMUSG00000142438.1	0	0	0	0	0	0
ENSMUSG00000109385.2	0	0	0	0	0	0
ENSMUSG00000109551.2	0	0	0	0	0	0
ENSMUSG00002074996.1	0	0	0	0	0	0
ENSMUSG00000109359.2	0	0	0	0	0	0
ENSMUSG00000109418.2	0	0	0	0	0	0
ENSMUSG00000109529.2	0	0	0	0	0	0
ENSMUSG00000109139.2	0	0	0	0	0	0
ENSMUSG00000109095.2	0	0	0	0	0	0
ENSMUSG00000109162.2	0	0	0	0	0	0
ENSMUSG00000108918.2	0	0	0	0	0	0
ENSMUSG00002075361.1	0	0	0	0	0	0
ENSMUSG00000109183.3	0	0	0	0	0	0
ENSMUSG00000123394.1	0	0	0	0	0	0
ENSMUSG00000095279.5	0	0	0	1	0	0
ENSMUSG00000132865.1	0	0	0	0	0	0
ENSMUSG00000049717.10	59	82	87	80	106	44
ENSMUSG00000040396.13	225	340	322	271	420	208
ENSMUSG00000031497.11	10	8	11	2	3	4
ENSMUSG00000109054.2	0	2	0	0	0	0
ENSMUSG00000109545.3	0	0	1	0	0	0
ENSMUSG00000123591.1	0	0	0	0	0	0
ENSMUSG00000039057.12	0	0	0	2	0	0
ENSMUSG00000122163.1	0	0	0	0	0	0
ENSMUSG00000138125.1	0	0	0	0	0	0
ENSMUSG00000130444.1	0	0	0	0	0	0
ENSMUSG00000126593.1	0	0	0	0	0	0
ENSMUSG00000139508.1	0	0	0	0	0	0
ENSMUSG00000109258.3	0	0	0	0	0	0
ENSMUSG00000109503.2	0	0	0	0	0	0
ENSMUSG00000109432.3	0	0	0	0	0	0
ENSMUSG00000109067.2	0	0	0	0	0	0
ENSMUSG00000108997.2	0	0	0	0	0	0
ENSMUSG00000109271.3	0	0	0	0	0	0
ENSMUSG00000141999.1	0	0	0	0	0	0
ENSMUSG00000096258.3	0	0	0	0	0	0
ENSMUSG00000108961.4	47	53	46	197	96	83
ENSMUSG00000126941.1	0	1	0	9	1	4
ENSMUSG00000109291.4	78	241	182	530	362	420
ENSMUSG00000109089.4	134	265	203	695	325	381
ENSMUSG00000109084.3	14	8	8	18	7	5
ENSMUSG00000109480.2	1	0	0	0	0	0
ENSMUSG00000109508.3	0	0	1	0	0	0
ENSMUSG00000038894.8	443	624	338	907	847	392
ENSMUSG00000096938.9	0	2	0	3	0	0
ENSMUSG00000128182.1	0	0	0	0	0	0
ENSMUSG00000128141.1	0	0	0	1	1	0
ENSMUSG00000108847.4	0	0	0	1	1	0
ENSMUSG00000109151.3	0	0	0	0	0	0
ENSMUSG00000109029.3	0	1	0	0	0	0
ENSMUSG00000085573.3	2	2	1	3	2	0
ENSMUSG00000031502.12	3006	5167	2266	3795	1495	1395
ENSMUSG00000139975.1	2	3	3	3	2	0
ENSMUSG00000109358.2	1	0	0	0	0	0
ENSMUSG00000031503.14	2015	3598	1606	2860	1287	1224
ENSMUSG00000133408.1	0	0	1	0	0	0
ENSMUSG00000130571.1	0	1	0	0	0	0
ENSMUSG00000084783.2	0	1	0	1	0	0
ENSMUSG00000031504.7	193	216	140	162	116	78
ENSMUSG00000110245.2	7	10	10	4	5	2
ENSMUSG00000096957.4	52	29	35	31	15	12
ENSMUSG00000138706.1	0	0	0	0	0	0
ENSMUSG00000031505.12	513	893	785	1055	1031	608
ENSMUSG00000056228.11	183	250	210	311	226	139
ENSMUSG00000045969.9	97	118	166	225	186	147
ENSMUSG00000140737.1	0	4	1	2	1	0
ENSMUSG00000031508.15	85	148	101	186	156	94
ENSMUSG00000139648.1	0	0	0	0	0	0
ENSMUSG00000104958.3	0	0	0	0	0	0
ENSMUSG00000109810.2	0	1	0	0	0	1
ENSMUSG00000031509.11	0	0	0	0	0	0
ENSMUSG00000109623.2	0	0	0	0	0	0
ENSMUSG00000109986.3	0	0	0	0	0	0
ENSMUSG00000109933.2	0	0	1	1	0	3
ENSMUSG00000110177.2	3	1	0	0	0	0
ENSMUSG00000093345.5	0	0	0	0	0	0
ENSMUSG00000126646.1	0	0	0	0	0	0
ENSMUSG00000031510.7	0	0	0	0	0	0
ENSMUSG00000110313.2	0	0	0	0	0	0
ENSMUSG00000031511.17	289	487	504	771	648	367
ENSMUSG00000110394.2	0	2	0	0	1	0
ENSMUSG00000132704.1	0	1	1	1	1	0
ENSMUSG00000132784.1	1	0	0	2	0	2
ENSMUSG00000086500.3	0	0	0	0	0	0
ENSMUSG00000031512.16	0	0	0	0	0	0
ENSMUSG00000109772.3	0	0	0	0	0	0
ENSMUSG00000110002.3	0	0	0	0	0	0
ENSMUSG00000109995.3	0	0	0	0	0	0
ENSMUSG00000127735.1	0	0	0	0	0	0
ENSMUSG00000123767.1	0	0	0	0	0	0
ENSMUSG00000143127.1	0	0	0	0	0	0
ENSMUSG00000101899.2	0	0	0	0	0	0
ENSMUSG00000131664.1	0	0	0	0	0	0
ENSMUSG00000110412.3	0	0	0	0	0	0
ENSMUSG00000047935.20	1	0	0	0	2	0
ENSMUSG00000143137.1	0	0	0	0	0	0
ENSMUSG00002076452.1	0	0	0	0	0	0
ENSMUSG00000110160.2	0	0	0	0	0	0
ENSMUSG00000096014.2	0	0	0	0	0	0
ENSMUSG00002075906.1	0	0	0	0	0	0
ENSMUSG00000143098.1	0	0	0	0	0	0
ENSMUSG00000143180.1	0	0	0	0	0	0
ENSMUSG00000120658.2	0	0	0	0	0	0
ENSMUSG00000109921.4	0	0	0	0	0	0
ENSMUSG00000141490.1	0	0	0	0	0	0
ENSMUSG00000109582.3	0	0	0	0	0	0
ENSMUSG00000128219.1	0	0	0	0	0	0
ENSMUSG00000128333.1	0	0	0	0	0	0
ENSMUSG00000128296.1	0	0	0	0	0	0
ENSMUSG00000097421.4	0	0	0	0	1	0
ENSMUSG00000010435.8	0	0	0	0	0	0
ENSMUSG00000000759.15	258	428	372	392	414	214
ENSMUSG00002076620.1	0	0	0	0	0	0
ENSMUSG00000054910.7	0	1	2	0	0	0
ENSMUSG00000074469.8	100	93	73	4	1	0
ENSMUSG00000128973.1	0	0	0	0	0	0
ENSMUSG00000129010.1	0	0	0	0	0	0
ENSMUSG00000031441.16	161	251	311	168	150	80
ENSMUSG00000137173.1	0	0	1	0	0	0
ENSMUSG00000084780.9	1	0	3	0	1	0
ENSMUSG00000085465.3	0	1	3	1	0	1
ENSMUSG00000031442.22	13	15	8	15	2	4
ENSMUSG00000086770.3	0	0	0	0	0	0
ENSMUSG00000105030.3	0	0	0	0	0	0
ENSMUSG00000141082.1	0	0	0	0	0	0
ENSMUSG00000082682.2	0	0	0	1	2	0
ENSMUSG00000081951.2	0	0	0	0	0	0
ENSMUSG00000031443.8	1845	2831	2733	3291	2810	2104
ENSMUSG00000031444.17	9771	11624	11033	14383	12307	9230
ENSMUSG00000144006.1	19	12	8	15	6	4
ENSMUSG00000138021.1	13	31	15	19	17	9
ENSMUSG00000031445.6	6420	10204	10771	12073	10777	7673
ENSMUSG00000091443.2	1	2	3	2	8	7
ENSMUSG00000038542.15	336	409	258	331	338	187
ENSMUSG00000091784.3	17	23	13	17	29	17
ENSMUSG00000031446.15	1351	2304	1932	2364	2474	1392
ENSMUSG00000098532.3	0	0	0	0	0	0
ENSMUSG00000122352.1	4	0	3	5	3	9
ENSMUSG00000138614.1	0	0	0	1	1	1
ENSMUSG00000031447.8	5595	8234	9222	9356	10684	5750
ENSMUSG00000038515.11	181	320	341	453	366	245
ENSMUSG00000088054.3	1	5	6	11	6	6
ENSMUSG00000099338.4	7	15	26	19	23	9
ENSMUSG00000120359.2	0	0	0	0	0	0
ENSMUSG00000125499.1	0	0	1	3	1	0
ENSMUSG00000031448.13	0	1	0	0	0	0
ENSMUSG00000038506.14	146	223	237	267	332	179
ENSMUSG00000107531.2	3	1	4	9	9	3
ENSMUSG00000089026.5	0	0	2	0	0	0
ENSMUSG00000107742.2	4	4	5	7	7	5
ENSMUSG00000038497.8	90	152	112	189	173	94
ENSMUSG00000143349.1	1	0	0	2	0	0
ENSMUSG00000038482.12	224	334	260	315	366	173
ENSMUSG00000031449.11	0	1	1	0	0	0
ENSMUSG00000110311.2	0	0	0	0	1	0
ENSMUSG00000031450.9	0	0	0	0	1	0
ENSMUSG00000038457.18	0	4	0	1	0	0
ENSMUSG00000031451.7	753	670	506	683	556	496
ENSMUSG00000110278.2	0	1	0	0	0	0
ENSMUSG00000031452.16	0	1	1	0	0	0
ENSMUSG00000132090.1	0	0	0	0	0	0
ENSMUSG00000031453.17	250	423	405	392	329	248
ENSMUSG00000090336.6	0	0	0	0	0	0
ENSMUSG00000109617.2	0	0	0	0	0	0
ENSMUSG00000038416.16	261	392	356	413	407	201
ENSMUSG00000130131.1	0	1	2	1	3	0
ENSMUSG00000038398.9	156	197	161	242	219	167
ENSMUSG00000130677.1	0	0	0	0	0	0
ENSMUSG00000057116.6	0	0	0	0	0	0
ENSMUSG00000047710.9	171	230	177	192	152	109
ENSMUSG00002075686.1	0	0	0	0	0	0
ENSMUSG00000065817.3	0	0	0	0	0	0
ENSMUSG00000031458.9	32	27	31	39	33	29
ENSMUSG00000134444.1	1	0	0	0	0	0
ENSMUSG00000134515.1	0	0	0	0	0	0
ENSMUSG00000068631.9	0	0	0	0	0	0
ENSMUSG00000038365.9	63	121	108	137	122	67
ENSMUSG00000127602.1	0	0	0	0	1	0
ENSMUSG00000050052.13	78	118	100	129	171	105
ENSMUSG00000110058.3	1	0	0	1	0	0
ENSMUSG00000141413.1	0	0	1	1	0	0
ENSMUSG00000051978.10	22	32	32	45	41	22
ENSMUSG00000109982.2	0	1	0	0	0	0
ENSMUSG00000130346.1	0	0	0	0	0	0
ENSMUSG00000074461.4	0	0	0	0	0	0
ENSMUSG00000138455.1	0	0	0	0	0	0
ENSMUSG00000138495.1	0	0	0	0	0	0
ENSMUSG00000047495.16	0	0	0	0	0	0
ENSMUSG00000085371.2	0	0	0	0	0	0
ENSMUSG00000088311.3	0	0	0	0	0	0
ENSMUSG00002076625.1	0	0	0	0	0	0
