dataset_id	gse_id	split_id	source_design_file	source_split_file	sample_ids_delivery	sample_ids_control	n_delivery	n_control	n_total	organism	tissue	cell_type_or_cell_line	in_vivo_or_in_vitro	disease_model	time_h	timepoint_original	treatment_group_raw	control_group_raw	treatment_group_clean	control_group_clean	condition_simple	delivery_platform	vector_or_formulation	cargo_or_transgene	route	dose	PMID	DOI	paper_title	publication_year	source_database	accession	pipeline_role	manuscript_interpretation_group	used_for_primary_claim	delta_mean_imrs_z	auc_imrs_z_secondary	direction_positive	qc_pass	inclusion_rationale	limitation	weak_score_explanation	reviewer_risk	notes	verification_status	scoring_status	expected_imrs_behavior	paper_result_alignment_rule	imrs_result_interpretation	paper_result_alignment	manuscript_context_note	limitations_note	paper_treatment_context	paper_context_source
GSE139529	GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=mva.ad__VS=none	<local_project_root>/00_metadata/verified_metadata/scoring/GSE139529/GSE139529_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE139529_design/GSE139529_design__T=blood__H=24__B=NA__G=mva.ad__VS=none.tsv	SRR10358639; SRR10358640; SRR10358641; SRR10358642; SRR10358643; SRR10358644	SRR10358645; SRR10358646; SRR10358647; SRR10358648; SRR10358649; SRR10358650	6	6	12	Mus musculus	blood	NA	in vivo	NA	24	24	mva.ad	none	mva.ad	none	CONTROL; DELIVERY	adenoviral / MVA vaccine vector	adenoviral and modified vaccinia Ankara viral vector vaccines	NA	NA	NA	34717548	10.1186/s12864-021-08061-8	Distinct patterns of whole blood transcriptional responses are induced in mice following immunisation with adenoviral and poxviral vector vaccines encoding the same antigen	2021	GEO	GSE139529	validation	Primary acute validation	TRUE	15.317256935802664	1	TRUE	TRUE	External acute validation contrast not used as a strict anchor.	External dataset; interpret with dataset-specific sample size and design constraints. Organism metadata unavailable in inspected design files.	NA	NA	external acute validation	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal	Strong positive IMRS is expected for most vector vaccine groups because the paper studies acute blood transcriptional responses after viral-vector immunisation.	strong_expected_acute_innate_signal	matches_paper_context	Primary acute validation.	Whole blood response includes systemic immune-cell composition and vector-specific antigen effects.	Mouse whole-blood RNA-seq 24 h after immunisation with adenoviral and poxviral vector vaccines encoding the same antigen.	manual_curated_from_paper
GSE139529	GSE139529	GSE139529_design__T=blood__H=24__B=NA__G=mva_fhbp__VS=none	<local_project_root>/00_metadata/verified_metadata/scoring/GSE139529/GSE139529_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE139529_design/GSE139529_design__T=blood__H=24__B=NA__G=mva_fhbp__VS=none.tsv	SRR10358621; SRR10358622; SRR10358623; SRR10358624; SRR10358625; SRR10358626	SRR10358645; SRR10358646; SRR10358647; SRR10358648; SRR10358649; SRR10358650	6	6	12	Mus musculus	blood	NA	in vivo	NA	24	24	mva_fhbp	none	mva fhbp	none	CONTROL; DELIVERY	adenoviral / MVA vaccine vector	adenoviral and modified vaccinia Ankara viral vector vaccines	NA	NA	NA	34717548	10.1186/s12864-021-08061-8	Distinct patterns of whole blood transcriptional responses are induced in mice following immunisation with adenoviral and poxviral vector vaccines encoding the same antigen	2021	GEO	GSE139529	validation	Primary acute validation	TRUE	14.336311710882493	1	TRUE	TRUE	External acute validation contrast not used as a strict anchor.	External dataset; interpret with dataset-specific sample size and design constraints. Organism metadata unavailable in inspected design files.	NA	NA	external acute validation	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal	Strong positive IMRS is expected for most vector vaccine groups because the paper studies acute blood transcriptional responses after viral-vector immunisation.	strong_expected_acute_innate_signal	matches_paper_context	Primary acute validation.	Whole blood response includes systemic immune-cell composition and vector-specific antigen effects.	Mouse whole-blood RNA-seq 24 h after immunisation with adenoviral and poxviral vector vaccines encoding the same antigen.	manual_curated_from_paper
GSE166655	GSE166655	GSE166655_design__T=Tibialis_anterior__H=672__B=NA__G=delivery_aav9_ar45__VS=delivery_untreated	<local_project_root>/00_metadata/verified_metadata/scoring/GSE166655/GSE166655_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE166655_design/GSE166655_design__T=Tibialis_anterior__H=672__B=NA__G=delivery_aav9_ar45__VS=delivery_untreated.tsv	SRR13694562; SRR13694563; SRR13694564	SRR13694568; SRR13694569; SRR13694570	3	3	6	Mus musculus	Tibialis anterior	NA	in vivo	SBMA therapeutic transgene/disease-rescue model	672	672	delivery_aav9_ar45	delivery_untreated	delivery aav9 ar45	delivery untreated	CONTROL; DELIVERY	AAV9	AAV9 gene therapy	AR45 transgene	NA	NA	34417184	10.1126/sciadv.abi6896	Gene therapy with AR isoform 2 rescues spinal and bulbar muscular atrophy phenotype by modulating AR transcriptional activity	2021	GEO	GSE166655	validation	Extended validation	FALSE	2.14949309685498	1	TRUE	TRUE	External late-time transfer contrast; exploratory for publication claims.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	Delta IMRSz is 2.149 in tibialis anterior at 672 h. This is a late AAV therapeutic transgene/disease-rescue design, so weak acute innate signal is biologically plausible.	medium	PMID/title from user-provided verified mapping; no local metadata contradiction was found. Current Step 09 split uses delivery_untreated as control; direct AAV9-AR45-vs-AAV9-GFP shared-vector comparison is not represented here.	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	weak_but_biologically_explainable	Weak or near-zero acute IMRS is expected because this is 672 h after delivery and dominated by therapeutic transgene/disease-rescue biology rather than acute innate activation.	weak_but_biologically_explainable	context_explains_weaker_signal	Extended validation only, not primary acute validation.	Late AAV therapeutic context; not suitable as strict acute innate validation.	AAV9-AR45 or AAV9-GFP gene therapy in SBMA mouse model; RNA-seq from tibialis anterior muscle at late post-delivery timepoint. Current splits are AAV9-AR45 or AAV9-GFP versus untreated.	manual_curated_from_paper
GSE166655	GSE166655	GSE166655_design__T=Tibialis_anterior__H=672__B=NA__G=delivery_aav9_gfp__VS=delivery_untreated	<local_project_root>/00_metadata/verified_metadata/scoring/GSE166655/GSE166655_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE166655_design/GSE166655_design__T=Tibialis_anterior__H=672__B=NA__G=delivery_aav9_gfp__VS=delivery_untreated.tsv	SRR13694565; SRR13694566; SRR13694567	SRR13694568; SRR13694569; SRR13694570	3	3	6	Mus musculus	Tibialis anterior	NA	in vivo	SBMA therapeutic transgene/disease-rescue model	672	672	delivery_aav9_gfp	delivery_untreated	delivery aav9 gfp	delivery untreated	CONTROL; DELIVERY	AAV9	AAV9 gene therapy	GFP control transgene	NA	NA	34417184	10.1126/sciadv.abi6896	Gene therapy with AR isoform 2 rescues spinal and bulbar muscular atrophy phenotype by modulating AR transcriptional activity	2021	GEO	GSE166655	validation	Extended validation	FALSE	-0.05802375536641783	0.4444444444444444	FALSE	TRUE	External late-time transfer contrast; exploratory for publication claims.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	Delta IMRSz is -0.058 in tibialis anterior at 672 h. This is a late AAV therapeutic transgene/disease-rescue design, so weak acute innate signal is biologically plausible.	medium	PMID/title from user-provided verified mapping; no local metadata contradiction was found. Current Step 09 split uses delivery_untreated as control; direct AAV9-AR45-vs-AAV9-GFP shared-vector comparison is not represented here.	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	weak_but_biologically_explainable	Weak or near-zero acute IMRS is expected because this is 672 h after delivery and dominated by therapeutic transgene/disease-rescue biology rather than acute innate activation.	weak_but_biologically_explainable	context_explains_weaker_signal	Extended validation only, not primary acute validation.	Late AAV therapeutic context; not suitable as strict acute innate validation.	AAV9-AR45 or AAV9-GFP gene therapy in SBMA mouse model; RNA-seq from tibialis anterior muscle at late post-delivery timepoint. Current splits are AAV9-AR45 or AAV9-GFP versus untreated.	manual_curated_from_paper
GSE167521	GSE167521	GSE167521_design__T=skin__H=24__B=NA__G=delivery_lnp__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE167521/GSE167521_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE167521_design/GSE167521_design__T=skin__H=24__B=NA__G=delivery_lnp__VS=baseline_0.tsv	SRR13783174; SRR13783176; SRR13783178; SRR13783180	SRR13783173; SRR13783175; SRR13783177; SRR13783179	4	4	8	Mus musculus	skin	NA	in vivo	NA	24	24	delivery_lnp	baseline_0	delivery lnp	baseline 0	CONTROL; DELIVERY	lipid nanoparticle	lipid nanoparticle	NA	NA	NA	34841223	10.1016/j.isci.2021.103479	The mRNA-LNP platform's lipid nanoparticle component used in preclinical vaccine studies is highly inflammatory	2021	GEO	GSE167521	Anchor	Locked anchor	FALSE	8.690306696957737	1	TRUE	TRUE	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	NA	NA	locked anchor; mouse skin; 24 h	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal	Positive IMRS is expected because the study directly describes inflammatory innate activation from LNP exposure.	strong_expected_acute_innate_signal	matches_paper_context	Locked anchor / acute LNP inflammatory response.	Preclinical LNP inflammation model; not a clinical safety endpoint.	Mouse LNP exposure dataset. The paper reports that preclinical LNPs induce strong inflammatory responses, including neutrophil infiltration, inflammatory pathways, cytokines, and chemokines.	manual_curated_from_paper
GSE178313	GSE178313	GSE178313_design__T=Liver__H=48__B=NA__G=mouse_repopulated_lnp__VS=mouse_repopulated_pbs	<local_project_root>/00_metadata/verified_metadata/scoring/GSE178313/GSE178313_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE178313_design/GSE178313_design__T=Liver__H=48__B=NA__G=mouse_repopulated_lnp__VS=mouse_repopulated_pbs.tsv	SRR14828049; SRR14828062; SRR14828063; SRR14828064	SRR14828048; SRR14828059; SRR14828060; SRR14828061	4	4	8	Mus musculus or humanized mouse if metadata indicates	Liver	NA	in vivo	NA	48	48	mouse_repopulated_lnp	mouse_repopulated_pbs	mouse repopulated lnp	mouse repopulated pbs	CONTROL; DELIVERY	lipid nanoparticle	lipid nanoparticle	NA	NA	NA	35132167	10.1038/s41565-021-01030-y	Species-dependent in vivo mRNA delivery and cellular responses to nanoparticles	2022	GEO	GSE178313	validation	Extended validation	FALSE	6.743275601355258	1	TRUE	TRUE	External late-time transfer contrast; exploratory for publication claims.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	NA	NA	external extended transfer; not strict acute validation	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	moderate_expected_signal	Moderate positive IMRS is biologically plausible because the paper studies LNP-induced cellular responses, but interpretation is extended/context-shifted due to species/humanized context and 48 h timing.	moderate_expected_signal	matches_paper_context	Extended validation, not primary acute validation.	Species-transfer context; tissue/cell composition may differ from mouse acute anchors.	Species-dependent LNP delivery and cellular-response study; includes transcriptomic response to LNPs and humanized/mouse liver context.	manual_curated_from_paper
GSE262515_cell_line	GSE262515	GSE262515_cell_line__T=cell_line__H=72__B=NA__G=delivery_tlnp_sihbv_50nm__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE262515_tissue/GSE262515_tissue_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE262515_cell_line_design/GSE262515_cell_line__T=cell_line__H=72__B=NA__G=delivery_tlnp_sihbv_50nm__VS=baseline_0.tsv	SRR28462975; SRR28462976; SRR28462977	SRR28462981; SRR28462982; SRR28462983	3	3	6	Homo sapiens	cell line	cell line	in vitro	HBV therapeutic RNAi context	72	72	delivery_tlnp_sihbv_50nm	baseline_0	delivery tlnp sihbv 50nm	baseline 0	CONTROL; DELIVERY	lipid nanoparticle	optimized therapeutic lipid nanoparticle / tLNP RNAi	siHBV	NA	NA	38902241	10.1038/s41392-024-01871-8	Optimized RNA interference therapeutics combined with interleukin-2 mRNA for treating hepatitis B virus infection	2024	GEO	GSE262515	validation	Secondary support	FALSE	3.0762415648459083	1	TRUE	TRUE	Calibration dataset beyond 24 h; treated as exploratory transfer.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	Delta IMRSz is 3.076 for delivery_tlnp_sihbv_50nm versus baseline_0. The siHBV cargo is therapeutic RNAi in an optimized tLNP context; the result should not be interpreted as pure delivery-induced innate activation.	medium	PMID/title from user-provided verified mapping; no local metadata contradiction was found. Current Step 09 split is versus baseline_0, not a direct tLNP/siHBV-vs-tLNP/siNC shared-vehicle contrast.	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	weak_but_biologically_explainable	Weak or variable IMRS is explainable because the contrast is late, therapeutic, cargo/formulation-specific, and often baseline-vs-treatment rather than a clean shared-vehicle acute delivery contrast.	weak_but_biologically_explainable	context_explains_weaker_signal	Secondary support / non-primary evidence.	Do not claim direct shared-vehicle comparison unless the split is explicitly tLNP/siHBV versus tLNP/siNC.	Therapeutic tLNP/RNAi context with cell-line and mouse tissue/liver arms. Current splits include tLNP/siHBV or tLNP/siNC treatment versus baseline_0 at 72 h.	manual_curated_from_paper
GSE262515_cell_line	GSE262515	GSE262515_cell_line__T=cell_line__H=72__B=NA__G=delivery_tlnp_sinc_50nm__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE262515_tissue/GSE262515_tissue_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE262515_cell_line_design/GSE262515_cell_line__T=cell_line__H=72__B=NA__G=delivery_tlnp_sinc_50nm__VS=baseline_0.tsv	SRR28462978; SRR28462979; SRR28462980	SRR28462981; SRR28462982; SRR28462983	3	3	6	Homo sapiens	cell line	cell line	in vitro	HBV therapeutic RNAi context	72	72	delivery_tlnp_sinc_50nm	baseline_0	delivery tlnp sinc 50nm	baseline 0	CONTROL; DELIVERY	lipid nanoparticle	optimized therapeutic lipid nanoparticle / tLNP RNAi	siNC	NA	NA	38902241	10.1038/s41392-024-01871-8	Optimized RNA interference therapeutics combined with interleukin-2 mRNA for treating hepatitis B virus infection	2024	GEO	GSE262515	validation	Secondary support	FALSE	-0.48131475690837977	0.5555555555555556	FALSE	TRUE	Calibration dataset beyond 24 h; treated as exploratory transfer.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	Delta IMRSz is -0.481 at 72 h. The contrast is non-acute and weak signal is plausibly affected by late post-delivery kinetics.	medium	PMID/title from user-provided verified mapping; no local metadata contradiction was found. Current Step 09 split is versus baseline_0, not a direct tLNP/siHBV-vs-tLNP/siNC shared-vehicle contrast.	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	weak_but_biologically_explainable	Weak or variable IMRS is explainable because the contrast is late, therapeutic, cargo/formulation-specific, and often baseline-vs-treatment rather than a clean shared-vehicle acute delivery contrast.	weak_but_biologically_explainable	context_explains_weaker_signal	Secondary support / non-primary evidence.	Do not claim direct shared-vehicle comparison unless the split is explicitly tLNP/siHBV versus tLNP/siNC.	Therapeutic tLNP/RNAi context with cell-line and mouse tissue/liver arms. Current splits include tLNP/siHBV or tLNP/siNC treatment versus baseline_0 at 72 h.	manual_curated_from_paper
GSE262515_tissue	GSE262515	GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_1mg_kg__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE262515_tissue/GSE262515_tissue_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE262515_tissue_design/GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_1mg_kg__VS=baseline_0.tsv	SRR28462966; SRR28462967; SRR28462968	SRR28462972; SRR28462973; SRR28462974	3	3	6	Mus musculus	tissue	NA	in vivo	HBV therapeutic RNAi context	72	72	delivery_tlnp_sihbv_1mg_kg	baseline_0	delivery tlnp sihbv 1mg kg	baseline 0	CONTROL; DELIVERY	lipid nanoparticle	optimized therapeutic lipid nanoparticle / tLNP RNAi	siHBV	NA	NA	38902241	10.1038/s41392-024-01871-8	Optimized RNA interference therapeutics combined with interleukin-2 mRNA for treating hepatitis B virus infection	2024	GEO	GSE262515	validation	Secondary support	FALSE	1.0413601243524528	0.8888888888888888	TRUE	TRUE	Calibration dataset beyond 24 h; treated as exploratory transfer.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	Delta IMRSz is 1.041 for delivery_tlnp_sihbv_1mg_kg versus baseline_0. The siHBV cargo is therapeutic RNAi in an optimized tLNP context; the result should not be interpreted as pure delivery-induced innate activation.	medium	PMID/title from user-provided verified mapping; no local metadata contradiction was found. Current Step 09 split is versus baseline_0, not a direct tLNP/siHBV-vs-tLNP/siNC shared-vehicle contrast.	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	weak_but_biologically_explainable	Weak or variable IMRS is explainable because the contrast is late, therapeutic, cargo/formulation-specific, and often baseline-vs-treatment rather than a clean shared-vehicle acute delivery contrast.	weak_but_biologically_explainable	context_explains_weaker_signal	Secondary support / non-primary evidence.	Do not claim direct shared-vehicle comparison unless the split is explicitly tLNP/siHBV versus tLNP/siNC.	Therapeutic tLNP/RNAi context with cell-line and mouse tissue/liver arms. Current splits include tLNP/siHBV or tLNP/siNC treatment versus baseline_0 at 72 h.	manual_curated_from_paper
GSE262515_tissue	GSE262515	GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_2_5mg_kg__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE262515_tissue/GSE262515_tissue_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE262515_tissue_design/GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_2_5mg_kg__VS=baseline_0.tsv	SRR28462963; SRR28462964; SRR28462965	SRR28462972; SRR28462973; SRR28462974	3	3	6	Mus musculus	tissue	NA	in vivo	HBV therapeutic RNAi context	72	72	delivery_tlnp_sihbv_2_5mg_kg	baseline_0	delivery tlnp sihbv 2 5mg kg	baseline 0	CONTROL; DELIVERY	lipid nanoparticle	optimized therapeutic lipid nanoparticle / tLNP RNAi	siHBV	NA	NA	38902241	10.1038/s41392-024-01871-8	Optimized RNA interference therapeutics combined with interleukin-2 mRNA for treating hepatitis B virus infection	2024	GEO	GSE262515	validation	Secondary support	FALSE	0.5621390394308718	0.6666666666666666	TRUE	TRUE	Calibration dataset beyond 24 h; treated as exploratory transfer.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	Delta IMRSz is 0.562 for delivery_tlnp_sihbv_2_5mg_kg versus baseline_0. The siHBV cargo is therapeutic RNAi in an optimized tLNP context; the result should not be interpreted as pure delivery-induced innate activation.	medium	PMID/title from user-provided verified mapping; no local metadata contradiction was found. Current Step 09 split is versus baseline_0, not a direct tLNP/siHBV-vs-tLNP/siNC shared-vehicle contrast.	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	weak_but_biologically_explainable	Weak or variable IMRS is explainable because the contrast is late, therapeutic, cargo/formulation-specific, and often baseline-vs-treatment rather than a clean shared-vehicle acute delivery contrast.	weak_but_biologically_explainable	context_explains_weaker_signal	Secondary support / non-primary evidence.	Do not claim direct shared-vehicle comparison unless the split is explicitly tLNP/siHBV versus tLNP/siNC.	Therapeutic tLNP/RNAi context with cell-line and mouse tissue/liver arms. Current splits include tLNP/siHBV or tLNP/siNC treatment versus baseline_0 at 72 h.	manual_curated_from_paper
GSE262515_tissue	GSE262515	GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sinc_1mg_kg__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE262515_tissue/GSE262515_tissue_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE262515_tissue_design/GSE262515_tissue__T=tissue__H=72__B=NA__G=delivery_tlnp_sinc_1mg_kg__VS=baseline_0.tsv	SRR28462969; SRR28462970; SRR28462971	SRR28462972; SRR28462973; SRR28462974	3	3	6	Mus musculus	tissue	NA	in vivo	HBV therapeutic RNAi context	72	72	delivery_tlnp_sinc_1mg_kg	baseline_0	delivery tlnp sinc 1mg kg	baseline 0	CONTROL; DELIVERY	lipid nanoparticle	optimized therapeutic lipid nanoparticle / tLNP RNAi	siNC	NA	NA	38902241	10.1038/s41392-024-01871-8	Optimized RNA interference therapeutics combined with interleukin-2 mRNA for treating hepatitis B virus infection	2024	GEO	GSE262515	validation	Secondary support	FALSE	0.7571044035156834	0.7777777777777778	TRUE	TRUE	Calibration dataset beyond 24 h; treated as exploratory transfer.	Late timepoint; exploratory transfer, not strict acute innate validation. Organism metadata unavailable in inspected design files.	Delta IMRSz is 0.757 at 72 h. The contrast is non-acute and weak signal is plausibly affected by late post-delivery kinetics.	medium	PMID/title from user-provided verified mapping; no local metadata contradiction was found. Current Step 09 split is versus baseline_0, not a direct tLNP/siHBV-vs-tLNP/siNC shared-vehicle contrast.	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	weak_but_biologically_explainable	Weak or variable IMRS is explainable because the contrast is late, therapeutic, cargo/formulation-specific, and often baseline-vs-treatment rather than a clean shared-vehicle acute delivery contrast.	weak_but_biologically_explainable	context_explains_weaker_signal	Secondary support / non-primary evidence.	Do not claim direct shared-vehicle comparison unless the split is explicitly tLNP/siHBV versus tLNP/siNC.	Therapeutic tLNP/RNAi context with cell-line and mouse tissue/liver arms. Current splits include tLNP/siHBV or tLNP/siNC treatment versus baseline_0 at 72 h.	manual_curated_from_paper
GSE264344	GSE264344	GSE264344_design__T=Blood__H=1__B=NA__G=delivery_ad26__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE264344/GSE264344_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=1__B=NA__G=delivery_ad26__VS=baseline_0.tsv	SRR28740306; SRR28740307; SRR28740308; SRR28740309; SRR28740310	SRR28740199; SRR28740200; SRR28740201; SRR28740202; SRR28740203	5	5	10	Mus musculus	Blood	NA	in vivo	NA	1	0; 1	delivery_ad26	baseline_0	delivery ad26	baseline 0	CONTROL; DELIVERY	adenoviral vector	adenoviral vector	NA	NA	NA	40162786	10.1128/jvi.00247-25	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	2025	GEO	GSE264344	Anchor	Locked anchor	FALSE	0.0779068941903649	0.68	TRUE	TRUE	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	NA	NA	time_h <= 24: locked anchor discovery evidence	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal_for_1_to_24h; weak_but_biologically_explainable_for_72h	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	strong_expected_acute_innate_signal	matches_paper_context	1-24 h rows = locked anchor; 72 h rows = extended validation/kinetic context.	Time-course rows must not be pooled as one biological role.	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.	manual_curated_from_paper
GSE264344	GSE264344	GSE264344_design__T=Blood__H=1__B=NA__G=delivery_ad5__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE264344/GSE264344_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=1__B=NA__G=delivery_ad5__VS=baseline_0.tsv	SRR28740301; SRR28740302; SRR28740303; SRR28740304; SRR28740305	SRR28740199; SRR28740200; SRR28740201; SRR28740202; SRR28740203	5	5	10	Mus musculus	Blood	NA	in vivo	NA	1	0; 1	delivery_ad5	baseline_0	delivery ad5	baseline 0	CONTROL; DELIVERY	adenoviral vector	adenoviral vector	NA	NA	NA	40162786	10.1128/jvi.00247-25	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	2025	GEO	GSE264344	Anchor	Locked anchor	FALSE	0.22131834935303651	0.88	TRUE	TRUE	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	NA	NA	time_h <= 24: locked anchor discovery evidence	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal_for_1_to_24h; weak_but_biologically_explainable_for_72h	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	strong_expected_acute_innate_signal	matches_paper_context	1-24 h rows = locked anchor; 72 h rows = extended validation/kinetic context.	Time-course rows must not be pooled as one biological role.	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.	manual_curated_from_paper
GSE264344	GSE264344	GSE264344_design__T=Muscle__H=1__B=NA__G=delivery_ad26__VS=baseline_0	<local_project_root>/00_metadata/verified_metadata/scoring/GSE264344/GSE264344_design.tsv	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=1__B=NA__G=delivery_ad26__VS=baseline_0.tsv	SRR28740296; SRR28740297; SRR28740298; SRR28740299; SRR28740300	SRR28740119; SRR28740120; SRR28740121; SRR28740122; SRR28740123	5	5	10	Mus musculus	Muscle	NA	in vivo	NA	1	0; 1	delivery_ad26	baseline_0	delivery ad26	baseline 0	CONTROL; DELIVERY	adenoviral vector	adenoviral vector	NA	NA	NA	40162786	10.1128/jvi.00247-25	Early spatiotemporal evolution of the immune response elicited by adenovirus serotype 26 vector vaccination in mice	2025	GEO	GSE264344	Anchor	Locked anchor	FALSE	0.5752137463208833	1	TRUE	TRUE	Strict anchor used for portability checks and frozen-score validation.	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.	NA	NA	time_h <= 24: locked anchor discovery evidence	verified_from_local_metadata_and_manual_paper_context	scored_in_current_transfer_eval	strong_expected_acute_innate_signal_for_1_to_24h; weak_but_biologically_explainable_for_72h	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	strong_expected_acute_innate_signal	matches_paper_context	1-24 h rows = locked anchor; 72 h rows = extended validation/kinetic context.	Time-course rows must not be pooled as one biological role.	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.	manual_curated_from_paper
